29-12-2023 21:11:39,215 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\patientXmlElement.py 137:'AGE'
29-12-2023 21:11:39,216 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\patientXmlElement.py 152:'AGE'
29-12-2023 21:11:39,218 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\patientXmlElement.py 169:'PATIENT INFORMATION:'
29-12-2023 21:11:39,220 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\patientXmlElement.py 197:invalid literal for int() with base 10: 'd.'
29-12-2023 21:11:39,227 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\patientDeathXmlElement.py 37:invalid literal for int() with base 10: ''
29-12-2023 21:11:40,373 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1331:list index out of range
29-12-2023 21:11:41,24 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1356:list index out of range
29-12-2023 21:11:41,263 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1331:list index out of range
29-12-2023 21:11:41,269 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1356:list index out of range
29-12-2023 21:11:41,629 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1331:list index out of range
29-12-2023 21:11:41,630 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1340:list index out of range
29-12-2023 21:11:41,631 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1347:list index out of range
29-12-2023 21:11:41,632 ERROR    [helper.py:161] D:\Freelancing\Maaz Bhai's Work\AWS-Deploy\rest_api\data_ingestion\R2xml\drugXmlElement.py 1356:list index out of range
